tanggal,jenis,qty,harga,jumlah
5/3/2024,CMBTT,11,"65,000.00","715,000.00"
5/4/2024,CMBTT,431,"59,000.00","25,429,000.00"
5/6/2024,CMBTT,8,"59,000.00","472,000.00"
5/6/2024,CMBTT,"1,101","55,000.00","60,555,000.00"
5/6/2024,CMBTT,"1,325","55,000.00","72,875,000.00"
5/7/2024,CMBTT,555,"55,000.00","30,525,000.00"
5/13/2024,CMBTT,19,"55,000.00","1,045,000.00"
5/13/2024,CMBTT,531,"33,000.00","17,523,000.00"
5/13/2024,CMBTT,"1,448","33,000.00","47,784,000.00"
5/15/2024,CMBTT,221,"33,000.00","7,293,000.00"
5/15/2024,CMBTT,800,"33,000.00","26,400,000.00"
5/15/2024,CMBTT,928,"34,000.00","31,552,000.00"
5/18/2024,CMBTT,72,"34,000.00","2,448,000.00"
